"id","category","objective","persona","title","prompt","tags","level","heartbeat","expected_output"
"M033","Networking & Relations","Découvrir","Job seeker","Mes ""ponts"" possibles vers les boîtes que je vise","Pour chaque entreprise que je vise, identifie les personnes de mon réseau qui peuvent me faire une intro.

MES BOÎTES CIBLES
[À COMPLÉTER : liste]

POUR CHAQUE BOÎTE
- Personnes de mon 1er degré qui y travaillent actuellement
- Personnes de mon 1er degré qui y ont travaillé dans le passé
- Personnes de mon réseau étendu (2e degré) qui pourraient me connecter
- Score de ""willingness"" probable de chaque pont (sympathie, dette, intérêt)

ACTION
Pour chaque boîte, identifie le pont optimal et rédige le 1er message à lui envoyer (maximum 5 phrases, focus sur lui pas sur moi).","warm-intro,job-search,ponts","intermédiaire","non","Cartographie des ponts vers boîtes cibles"
"M034","Networking & Relations","Cibler","Consultant","Mes anciens clients à relancer ce trimestre","Liste mes anciens clients (mission terminée >6 mois) et identifie ceux que je devrais relancer ce trimestre.

CRITÈRES DE RELANCE PRIORITAIRE
- Mission terminée avec un résultat positif (signal de relation préservée)
- Le client a évolué dans son rôle / sa boîte (nouveau besoin probable)
- Sa boîte a grandi / levé / changé de phase (nouveaux besoins)
- Cas d'usage pertinent émergent dans son secteur

POUR CHAQUE CLIENT
- Pourquoi le relancer maintenant
- Le bon angle d'approche (suite mission précédente, nouveau besoin détecté, simple ""comment vas-tu"")
- Le hook personnalisé","anciens-clients,relance,nurturing","intermédiaire","non","Plan de relance trimestre"
"M035","Création de contenu","Découvrir","Founder","Sujets de posts qui marchent dans mon secteur cette semaine","Analyse les posts LinkedIn qui ont le plus performé dans mon secteur cette semaine.

MON SECTEUR
[À COMPLÉTER]

CRITÈRES D'ANALYSE
- Posts >100 réactions ET ratio engagement/followers >3%
- Issus de personnes de mon réseau ou de mon secteur (1er + 2e degré)
- Sur les 7 derniers jours

POUR CHAQUE POST PERFORMANT
- Auteur + type de profil (dirigeant / créateur / etc.)
- Sujet en 1 phrase
- Pourquoi ça a marché (hook, structure, émotion, info, controverse, format)
- Comment je peux faire un post DIFFÉRENT mais inspiré (pas copier)

Donne 5 idées de posts personnalisés pour moi, avec hook + structure + closing.","sujets,viralite,benchmark,5-idees","intermédiaire","oui","5 idées de posts avec structure"
"M036","Création de contenu","Activer","Founder","Post LinkedIn engageant pour cette semaine","Rédige-moi un post LinkedIn complet à publier cette semaine.

CONTEXTE
- Mon secteur / mon expertise : [À COMPLÉTER]
- Ce sur quoi je veux capitaliser (sujet, message, opinion forte) : [À COMPLÉTER]
- Mon objectif : [building authority / attirer prospects / recrutement / réseau]

CONTRAINTES DE FORMAT
- Hook en 1 phrase qui DOIT donner envie de cliquer ""Voir plus""
- 8-15 lignes max après le hook (LinkedIn coupe à ~3 lignes)
- Structure : promesse → développement → punchline → CTA
- Pas d'émojis en surnombre (max 2-3)
- Une question ouverte à la fin
- Si pertinent, propose un visuel à associer (idée + description en 1 phrase)

Donne 3 versions :
- A : Storytelling personnel
- B : Insight contrarien
- C : Frame de tableau / liste actionnable","post,3-versions,engagement,hook","débutant","non","3 versions de post prêtes à publier"
"M037","Création de contenu","Surveiller","Founder","Tendances de contenu dans mon secteur","Surveille en continu les sujets émergents qui font du bruit dans mon secteur.

MON SECTEUR
[À COMPLÉTER]

SIGNAUX
- Pic de posts sur un même sujet (>5 posts/semaine de mon réseau étendu)
- Posts d'influenceurs majeurs (>10k followers) sur un nouveau sujet
- Hashtag qui décolle (volume de posts × engagement)
- Débats / controverses qui mobilisent

Notification : ""[Sujet émergent] | [Volume] | [3 posts représentatifs] | [Mon angle possible]"".","tendances,heartbeat,whatsapp,contenu","avancé","oui","Alertes hebdo sur sujets brûlants"
"M038","Création de contenu","Cibler","Personal brander","Calendrier éditorial du mois prochain","Construis-moi un calendrier éditorial de 12 posts pour les 4 prochaines semaines.

MON POSITIONNEMENT
- Mon thème éditorial principal : [À COMPLÉTER]
- Mes 3 piliers de contenu : [À COMPLÉTER]
- Mon ICP audience : [À COMPLÉTER]
- Ma fréquence : [3 posts / semaine]

PRINCIPES
- Alterner les formats : storytelling, listicle, contrarien, témoignage, framework
- Couvrir mes 3 piliers de manière équilibrée
- Inclure 1-2 posts ""viralité maximale"" (sujet émotionnel ou clivant)
- Inclure 1 post ""promotion soft"" si pertinent

POUR CHAQUE POST
- Date + jour
- Pilier ciblé
- Format
- Hook complet
- Idée de développement en 1 paragraphe
- CTA
- Visuel suggéré","calendrier,12-posts,piliers,formats","avancé","non","Calendrier complet 4 semaines, 12 posts"
"M039","Création de contenu","Activer","Personal brander","Hook viral pour mon prochain post sur [SUJET]","Donne-moi 10 hooks différents pour un post LinkedIn sur [SUJET].

MON SUJET
[À COMPLÉTER]

LES 10 STYLES À COUVRIR
1. Confession personnelle (""J'ai fait l'erreur de..."")
2. Liste numérotée (""5 trucs que personne ne te dit sur..."")
3. Contrarien (""Tout le monde dit X. C'est faux."")
4. Cas concret (""Voici comment j'ai..."")
5. Question rhétorique (""Pourquoi est-ce que..."")
6. Stat choc (""87% des [...]"")
7. Comparaison (""X est à Y ce que Z est à W"")
8. Témoignage indirect (""Mon mentor m'a dit..."")
9. Métaphore (""Construire un produit, c'est comme..."")
10. Promesse claire (""Si tu lis ce post, tu repars avec..."")

Pour chaque hook, score-le sur :
- Probabilité de clic ""Voir plus"" /10
- Risque de polarisation /10
- Authenticité par rapport à mon ton","hooks,10-variantes,viralite,formats","débutant","non","10 hooks scorés pour 1 sujet"
"M040","Création de contenu","Découvrir","Sales","Posts de mon ICP qui montrent leurs douleurs","Identifie les posts récents (30 derniers jours) de profils correspondant à mon ICP qui révèlent une douleur que je peux résoudre.

MON ICP
[À COMPLÉTER]

DOULEURS QUE JE RÉSOUS
[À COMPLÉTER]

CRITÈRES
- Post émis par un profil ICP
- Mention d'un problème spécifique (frustration, blocage, échec)
- Post avec engagement (au moins 5 commentaires, ou >100 likes)

POUR CHAQUE POST
- Auteur + URL profil
- Citation du passage qui exprime la douleur
- Mon angle : commentaire intelligent sous le post pour me positionner sans pitcher
- Hook potentiel pour DM en suivi","douleurs,sales,commentaires,ICP","intermédiaire","oui","Posts ICP avec angle commercial"
"M041","Apprentissage & Carrière","Découvrir","Job seeker","Mes role models : qui a le parcours que je veux ?","Trouve dans mon réseau LinkedIn (1er + 2e degré) les personnes qui ont aujourd'hui le poste que je veux atteindre, et analyse leurs parcours.

MON OBJECTIF DE CARRIÈRE À 5 ANS
[À COMPLÉTER]

MON PROFIL ACTUEL
[À COMPLÉTER : poste, années XP, secteur]

POUR CHAQUE ROLE MODEL TROUVÉ
- Nom + poste + boîte actuelle
- Parcours en 4-6 étapes clés
- Compétences / expériences pivots qui ont fait la différence
- Différence clé avec mon parcours actuel
- Ce que je peux apprendre de son chemin

Limite à 8 personnes max. Trie par alignement avec mon profil de départ.","role-model,parcours-cible,benchmark","avancé","non","8 parcours analysés avec apprentissages"
"M042","Apprentissage & Carrière","Cibler","Job seeker","Mes mentors potentiels accessibles","Identifie 5 personnes de mon réseau (1er ou 2e degré) qui pourraient devenir mes mentors.

CRITÈRES
- 8-15 ans d'avance sur moi en termes de carrière (pas trop loin = inaccessible, pas trop proche = inutile)
- Parcours partiellement aligné avec ce que je veux faire
- Profil d'accessibilité : crée du contenu, répond en commentaire, semble ouvert
- Si possible, pas trop sollicité (pas un influenceur 50k followers déjà saturé)

POUR CHAQUE MENTOR POTENTIEL
- Pourquoi lui spécifiquement
- Quelle question je pourrais lui poser qui le valoriserait sans le saouler
- Format de premier contact (commentaire intelligent / DM / question publique)
- Plan de relation long terme : quel rythme, quel échange équilibré","mentors,5-mentors,accessibilite","intermédiaire","non","5 mentors potentiels avec plan d'approche"
"M043","Apprentissage & Carrière","Découvrir","Manager","Communautés et événements pro pour mon développement","Identifie les communautés en ligne, événements, conférences et formats récurrents pertinents pour mon développement.

MON RÔLE
[À COMPLÉTER]

CE QUE JE CHERCHE À DÉVELOPPER
[À COMPLÉTER : compétences techniques, leadership, secteur, autre]

SOURCES À EXPLORER
- Communautés Slack / Discord / Circle mentionnées par mes pairs
- Conférences / meetups où des gens de mon ICP sont speakers
- Newsletters citées en commentaire de posts
- Podcasts mentionnés dans l'écosystème
- Formations / cohortes mentionnées

POUR CHAQUE OPPORTUNITÉ
- Type (communauté / événement / format / contenu)
- Pourquoi pertinent pour moi
- Coût (€ + temps)
- Niveau de qualité estimé (basé sur qui le recommande)
- Action concrète (s'inscrire / s'abonner / postuler)","communautes,evenements,formation,dev-pro","intermédiaire","oui","Liste curatée d'opportunités de dev pro"
"M044","Apprentissage & Carrière","Découvrir","Founder","Founders qui ont déjà résolu mon problème actuel","Trouve des founders qui ont déjà traversé / résolu le défi que j'affronte aujourd'hui.

MON DÉFI ACTUEL
[À COMPLÉTER : ex. faire passer un MVP au product-market fit, embaucher mes 5 premiers, lever en seed, structurer ma boîte à 10 personnes...]

CRITÈRES
- Founders dans mon réseau (1er ou 2e degré idéalement)
- Boîte 1-3 ans en avance sur la mienne
- Secteur similaire ou adjacent
- Visibilité sur leur parcours (posts, interviews, podcasts)

POUR CHAQUE FOUNDER
- Sa boîte, son stade
- Ce qu'il a fait spécifiquement face à mon défi (basé sur ses posts/interviews)
- 1 leçon clé que je peux appliquer cette semaine
- Approche pour le contacter (sans saouler — il est probablement très sollicité)","founders-mentors,defi-specifique,apprentissage","avancé","non","Founders avec leçons applicables"
"M045","Business Development & Partenariats","Découvrir","Founder","Partenaires de distribution complémentaires à ma solution","Identifie les entreprises et personnes qui pourraient devenir des partenaires de distribution pour mon produit.

MA SOLUTION
- Produit : [À COMPLÉTER]
- ICP : [À COMPLÉTER]

CRITÈRES DE PARTENAIRE IDÉAL
- Adresse le même ICP que moi
- Vend une solution complémentaire (pas concurrente)
- A déjà une distribution établie (sales team, communauté, audience)
- Aurait intérêt à recommander mon produit (revenue share, exclu de marché, complétion d'offre)

POUR CHAQUE PARTENAIRE POTENTIEL
- Entreprise + décideur BD/partenariats
- Pourquoi le match
- Type de partenariat possible (revente / co-marketing / intégration tech / référencement)
- Hook d'approche","partenaires,distribution,channel","avancé","oui","Liste de partenaires avec hook"
"M046","Business Development & Partenariats","Cibler","Founder","Mes 3 partenariats prioritaires à activer ce trimestre","Parmi tous mes partenaires potentiels identifiés, sélectionne les 3 prioritaires pour ce trimestre.

CRITÈRES DE PRIORITÉ
- Effort de mise en place (faible = priorité haute)
- Volume de business potentiel (haut = priorité haute)
- Probabilité d'aboutir (chaleur de la relation)
- Stratégique pour ma roadmap

MES PARTENAIRES POTENTIELS
[À COMPLÉTER : liste depuis prompt précédent ou à fournir]

POUR CHAQUE TOP 3
- Justification de la priorité
- Plan d'attaque sur 90 jours (étapes clés)
- Premier message à envoyer cette semaine
- Risques / objections à anticiper","top-3,partenariats,90-jours,plan","avancé","non","3 partenariats avec plan 90 jours"
"M047","Business Development & Partenariats","Découvrir","Sales","Prescripteurs naturels de ma solution dans mon réseau","Identifie les personnes de mon réseau qui pourraient naturellement parler de ma solution à leurs contacts (sans rétribution forcément).

QUI EST UN BON PRESCRIPTEUR
- A déjà acheté ou recommandé ma solution OU une solution comparable
- Crée du contenu / partage des outils dans son secteur
- A une audience LinkedIn engagée (>1000 followers)
- A un intérêt aligné avec moi (consultant, expert, créateur)

MA SOLUTION
[À COMPLÉTER]

POUR CHAQUE PRESCRIPTEUR POTENTIEL
- Pourquoi il pourrait recommander
- Quel deal lui proposer (gratuit à vie / commission / co-marketing / autre)
- Comment l'aborder sans paraître transactionnel
- Volume potentiel d'audience touchée","prescripteurs,influence,recommandation","avancé","oui","Liste de prescripteurs avec deal proposé"
"M048","Business Development & Partenariats","Activer","Founder","Premier message de partenariat pour [PARTENAIRE]","Rédige-moi le premier message à envoyer à [NOM] de [BOÎTE] pour proposer un partenariat.

CONTEXTE
- Mon produit : [À COMPLÉTER]
- Leur produit : [À COMPLÉTER]
- Pourquoi ça matche : [À COMPLÉTER]
- Ce que je veux : [À COMPLÉTER : exploratoire 30 min / pilote / etc.]

CONTRAINTES DE STYLE
- Maximum 6 phrases
- Premier mot doit accrocher
- Mentionner concrètement ce qu'ils font (preuve qu'on a fait ses devoirs)
- Articuler le bénéfice POUR EUX (pas pour moi)
- CTA léger et asymétrique : ils peuvent dire NON facilement

3 variantes : exploratoire (open question), spécifique (pilote précis), warm (via un connaissance commune si applicable).","message-partenariat,3-variantes,activation","intermédiaire","non","3 messages de partenariat prêts"
"M049","Levée de fonds","Découvrir","Founder","Investisseurs qui ont investi dans ma thèse récemment","Identifie les investisseurs qui ont fait des deals dans mon secteur / mon stade dans les 12 derniers mois.

MA THÈSE
- Secteur : [À COMPLÉTER]
- Sous-thèmes : [À COMPLÉTER]
- Géographie : [À COMPLÉTER]
- Mon stade : [pré-seed / seed / Série A]
- Mon ticket cible : [À COMPLÉTER]

SIGNAUX À DÉTECTER
- Annonce de deal sur LinkedIn dans mon secteur (12 derniers mois)
- Investisseur du fond qui poste sur mon thème
- Partner du fond avec un parcours aligné avec mon secteur

POUR CHAQUE INVESTISSEUR
- Nom du fond + nom du partner identifié
- Deals récents dans mon secteur (avec détail)
- Ticket habituel
- Géographie d'investissement
- Probabilité de match avec ma boîte (1-5)
- Hook d'approche personnalisé","levee-fonds,VC,thesis-match,deals-recents","avancé","oui","Liste de VCs alignés thèse avec hook"
"M050","Levée de fonds","Cibler","Founder","Mes 10 VCs prioritaires à approcher pour ma seed","Parmi tous les investisseurs potentiels, sélectionne les 10 prioritaires pour ma levée seed.

CRITÈRES DE PRIORITÉ
- Match thèse (secteur + stade + géo)
- Réputation et qualité du fond
- Présence d'un warm intro possible dans mon réseau
- Vélocité du fond (ils investissent vite)
- Value-add post-investissement (réseau, expertise, suivantes)

MA LEVÉE
- Montant : [À COMPLÉTER]
- Valorisation cible : [À COMPLÉTER]
- Timing : [À COMPLÉTER]

POUR CHAQUE TOP 10
- Justification du score
- Warm intro disponible (qui peut me présenter)
- Hook personnalisé
- Ordre d'approche optimal (commencer par les ""tier 2"" pour s'entraîner, finir par les top)","top-10,seed,prioritisation,warm-intro","avancé","non","Top 10 VCs avec ordre d'attaque"
"M051","Levée de fonds","Surveiller","Founder","Mouvements et signaux de mes VCs cibles","Surveille les VCs que j'ai ciblés pour ma levée et alerte-moi de tout signal pertinent.

MES VCs CIBLES
[À COMPLÉTER : liste]

SIGNAUX À DÉTECTER
- Deal annoncé dans mon secteur (signal qu'ils sont actifs ET potentiellement compétitifs)
- Partner du fond qui poste sur ma thèse (= sujet ""top of mind"" pour eux)
- Embauche d'un nouvel investment partner (peut-être plus joignable, ""fresh book"")
- Levée d'un nouveau fond (= deploy pressure, plus actifs)
- Sortie publique sur leur stratégie / nouveaux secteurs

Format : ""[VC] | [Signal] | [Implication] | [Action recommandée]"".","VC,heartbeat,whatsapp,fundraising","avancé","oui","Alertes VCs en temps réel"
"M052","Levée de fonds","Activer","Founder","Email de cold outreach à [INVESTISSEUR]","Rédige-moi l'email de premier contact à envoyer à [NOM PARTNER] de [FOND].

CONTEXTE
- Mon produit / ma boîte en 1 phrase : [À COMPLÉTER]
- Ma traction (chiffres concrets) : [À COMPLÉTER]
- Pourquoi mon produit matche leur thèse : [À COMPLÉTER ou laisser Morphic inférer]
- Ce que je veux : 30 min pour présenter

CONTRAINTES
- 6 phrases max
- Hook qui montre que j'ai lu leurs posts / deals récents
- 3 chiffres concrets de traction (revenu, clients, croissance)
- Référence concrète à un de leurs investissements similaires
- CTA explicite mais asymétrique (facile de dire non)
- Pas de pièce jointe dans le 1er email (lien vers un one-pager max)

Donne 2 variantes : ""factuelle directe"" et ""narrative storytelling"".","cold-email,VC,2-variantes,traction","avancé","non","2 emails VC prêts à envoyer"
"M053","Levée de fonds","Découvrir","Investisseur","Co-investisseurs naturels pour mes deals","Identifie les fonds avec qui je devrais co-investir sur mes deals actuels.

MA THÈSE / MON FOND
[À COMPLÉTER]

DEALS EN COURS / PIPELINE
[À COMPLÉTER]

CRITÈRES DE CO-INVESTISSEUR IDÉAL
- Thèse complémentaire (pas exactement la même, mais alignée)
- Stade compatible (souvent un fond + grand pour me faire follow ou un + petit pour faire le filling)
- Géographie cohérente
- Bon réputation : pas un VC qui détruit la cap table
- Historique de co-investissement avec moi positif

POUR CHAQUE FOND
- Pourquoi pertinent
- Partner spécifique à approcher
- Deal sur lequel les approcher en priorité
- Hook d'approche","co-investissement,VC-network,deals","avancé","oui","Liste de co-investisseurs ciblés"
"M054","Communauté & Événements","Découvrir","Founder","Événements professionnels où je devrais être présent ce trimestre","Identifie les événements (conférences, meetups, salons, hackathons) où je devrais être présent ce trimestre.

MON CONTEXTE
- Mon secteur / mon ICP : [À COMPLÉTER]
- Mes objectifs trimestre : [À COMPLÉTER : ex. trouver 5 clients / lever / recruter / networker]
- Géographie acceptable : [À COMPLÉTER]
- Budget temps : [À COMPLÉTER : nb max d'événements]

CRITÈRES DE SÉLECTION
- ICP fortement présent (basé sur les speakers et l'audience visible)
- Format adapté à mon objectif (un salon ≠ une retraite founder)
- Reputation et qualité (basé sur les éditions précédentes ou les sponsors)
- ROI temps : déplacement vs valeur

POUR CHAQUE ÉVÉNEMENT
- Nom + dates + lieu + format
- Pourquoi pertinent pour moi
- Profils que je vais y croiser
- Stratégie d'événement (objectif + 3 personnes à rencontrer absolument + pitch en 30 secondes)","evenements,trimestre,strategie,ROI","intermédiaire","oui","Calendrier événements avec stratégie"
"M055","Communauté & Événements","Cibler","Founder","Personnes à rencontrer absolument à [ÉVÉNEMENT]","Pour [NOM DE L'ÉVÉNEMENT] qui a lieu [DATE], identifie les 10 personnes que je dois absolument rencontrer.

CONTEXTE ÉVÉNEMENT
- Si la liste des participants est publique : utilise-la
- Sinon : déduis depuis les speakers, sponsors, et les posts annonciateurs

MES OBJECTIFS POUR L'ÉVÉNEMENT
[À COMPLÉTER : ex. trouver 5 prospects, identifier 2 partenaires, signer 1 deal, etc.]

POUR CHAQUE PERSONNE
- Pourquoi elle est dans le top 10
- Où la trouver (talk, sponsor stand, after-party)
- Ce que je dois savoir sur elle avant le moment T
- Hook d'introduction en 1 phrase
- Follow-up à faire J+1 si la connexion s'est bien passée","evenement,top-10,strategie-physique","avancé","non","Top 10 personnes avec plan rencontre"
"M056","Communauté & Événements","Surveiller","Founder","Veille des événements de mon ICP","Surveille en continu les événements organisés ou attendus dans mon secteur.

MON ICP
[À COMPLÉTER]

GÉOGRAPHIE
[À COMPLÉTER]

ÉVÉNEMENTS À SURVEILLER
- Annonces d'événements >50 participants ICP
- Sortie de speaker line-up dans mon secteur
- Événements organisés par des concurrents (signal d'investissement)
- Hackathons / programmes pertinents pour ma boîte

Notification : ""[Événement] | [Date] | [Pourquoi pertinent] | [Action recommandée : speak / sponsor / attend / skip]"".","evenements,heartbeat,whatsapp,sectoriel","intermédiaire","oui","Veille événements sectoriels"
"M057","Communauté & Événements","Activer","Personal brander","Plan de visibilité pour [ÉVÉNEMENT]","Construis-moi un plan de visibilité complet pour [ÉVÉNEMENT].

L'ÉVÉNEMENT
[À COMPLÉTER : nom, dates, lieu, ICP]

MES OBJECTIFS DE VISIBILITÉ
- Avant : créer du buzz, attirer des rendez-vous, signaler ma présence
- Pendant : maximiser les rencontres, capturer du contenu, multiplier les interactions
- Après : transformer les rencontres en pipeline, capitaliser sur les contenus

POUR CHAQUE PHASE
- 3 actions concrètes
- Posts LinkedIn associés (avec hook complet pour chaque)
- Personnes à tagger / contacter
- Visuels / formats à créer","visibilite,evenement,3-phases,personal-branding","avancé","non","Plan de visibilité 3-phases complet"
"M058","Communauté & Événements","Découvrir","Job seeker","Événements où mes recruteurs cibles seront présents","Identifie les événements pro à venir où les recruteurs et hiring managers de mes boîtes cibles seront présents.

MES BOÎTES CIBLES
[À COMPLÉTER]

POSTES VISÉS
[À COMPLÉTER]

CRITÈRES DE SÉLECTION
- Événement où l'une de mes boîtes cibles est sponsor ou présente
- Speakers du secteur cible
- Job fairs, hackathons, hiring events
- Meetups où des recruteurs cibles sont visibles

POUR CHAQUE ÉVÉNEMENT
- Quelles boîtes cibles seront là
- Quels personnes spécifiques de mon scope (recruteurs, hiring managers)
- Stratégie d'approche pour ce format spécifique
- Investment / ROI pour moi","evenements,job-search,hiring-events","intermédiaire","oui","Événements ciblés avec stratégie job"
"M059","Communauté & Événements","Activer","Sales","Plan d'attaque pour [SALON / ÉVÉNEMENT]","Construis-moi un plan d'attaque commercial pour [ÉVÉNEMENT].

CONTEXTE
- Mon produit : [À COMPLÉTER]
- Mon ICP : [À COMPLÉTER]
- Date événement : [À COMPLÉTER]
- Mon objectif chiffré : X RDVs, Y conversations qualifiées, Z propositions

PHASES
1. AVANT (J-14 à J-1) : qui contacter pour booker des RDVs sur place, quel hook
2. PENDANT : timing, lieux clés (food court, talks, after-parties), pitch 30 secondes
3. APRÈS (J+1 à J+7) : séquence de follow-up différenciée par qualité de la rencontre

DELIVRABLES
- Liste pré-événement (10-15 RDVs visés avec hooks)
- Carte de l'événement avec stratégie de positionnement
- Templates de follow-up J+1, J+3, J+7","evenement,sales,plan-attaque,3-phases","avancé","non","Plan d'attaque salon complet"
"M060","Prospection commerciale","Activer","Founder","Plan de prospection 2 semaines pour mon SaaS","Construis-moi un plan de prospection LinkedIn de 2 semaines pour vendre mon produit.

MON PRODUIT
[À COMPLÉTER]

MON OBJECTIF (sur 2 semaines)
[À COMPLÉTER : ex. 5 démos bookées, 2 trials lancés]

LE PLAN
Pour chaque jour ouvré (10 jours) :
- Action principale du jour
- Nombre de prospects à contacter
- Type de message (cold DM / commentaire / warm intro / follow-up)
- Temps à consacrer

PRINCIPES
- Lundi-Mardi : volume cold (audience nouvelle)
- Mercredi-Jeudi : commentaires intelligents et nurturing
- Vendredi : follow-up des prospects chauds
- Toujours équilibrer cold / warm pour ne pas brûler le réseau

Donne aussi les 3 templates de messages que j'utiliserai.","plan-prospection,2-semaines,founder","intermédiaire","non","Plan jour par jour avec templates"
"M061","Sourcing & Recrutement","Cibler","Recruteur","Top 10 sourcing pour mon brief urgent","Pour mon brief urgent, sors-moi les 10 meilleurs candidats à approcher AUJOURD'HUI.

LE BRIEF URGENT
- Poste : [À COMPLÉTER]
- Stack obligatoire : [À COMPLÉTER]
- Stack souhaitée : [À COMPLÉTER]
- Niveau : [À COMPLÉTER]
- Localisation : [À COMPLÉTER]
- Salaire range : [À COMPLÉTER]
- Date limite : [À COMPLÉTER]

CRITÈRES DE PRIORISATION
- Match technique strict (stack obligatoire 100%)
- Bougeabilité élevée (signaux récents)
- Probabilité de réponse rapide (activité LinkedIn récente)
- Pas déjà approché par mes collègues (à filtrer si possible)

POUR CHAQUE TOP 10
- Score technique /100
- Score bougeabilité /100
- Hook personnalisé express (3 phrases max)
- Heure idéale d'envoi du DM aujourd'hui","top-10,brief-urgent,sourcing-rapide","intermédiaire","non","Top 10 candidats actionnables aujourd'hui"
"M062","Recherche d'emploi","Découvrir","Job seeker","Mes scale-ups en hyper-croissance qui ne le crient pas","Identifie les scale-ups qui sont en hyper-croissance dans mon scope mais qui ne communiquent pas massivement (signaux faibles à détecter).

MON SCOPE
- Secteur : [À COMPLÉTER]
- Stade : Série A / B / pré-IPO
- Géographie : [À COMPLÉTER]
- Taille équipe préférée : [À COMPLÉTER]

SIGNAUX FAIBLES DE CROISSANCE
- Croissance LinkedIn employees >30% sur 12 mois
- Multiple postes ouverts simultanément (>10 actifs)
- Hires de seniors (Head of, VP, Director)
- Pas de levée publique récente mais signaux d'expansion (nouveau bureau, nouveau marché)
- CTO/CEO actif sur LinkedIn parlant de croissance

POUR CHAQUE BOÎTE
- Pourquoi en croissance silencieuse
- Personnes à contacter pour rentrer
- Mon angle d'approche","scale-up,signaux-faibles,croissance-cachee","avancé","oui","Scale-ups secrètes avec angle d'approche"
"M063","Veille & Intelligence économique","Surveiller","Investisseur","Founders dans mon portfolio à surveiller","Surveille en continu mes founders portfolio et alerte-moi de tout signal pertinent.

MON PORTFOLIO
[À COMPLÉTER : noms des founders + boîtes]

SIGNAUX À DÉTECTER
POSITIFS
- Nouveau client signé (post LinkedIn)
- Recrutement clé (Head of, VP)
- Mention dans la presse
- Award / reconnaissance
- Partenariat stratégique annoncé

NÉGATIFS
- Départ d'un co-fondateur ou C-level
- Layoffs annoncés
- Posts émotionnels sur la difficulté
- Diminution d'activité LinkedIn
- Rumeurs de pivot

Format : ""[Founder] | [Signal +/-] | [Action recommandée]"".","portfolio,founders,heartbeat,whatsapp","avancé","oui","Veille portfolio temps réel"
"M064","Création de contenu","Surveiller","Personal brander","Performances de mes posts vs mes pairs","Surveille les performances de mes posts LinkedIn et compare-les à mes pairs.

MES PAIRS / BENCHMARK
[À COMPLÉTER : 5-10 personnes que je considère comme références]

MÉTRIQUES À SUIVRE
- Engagement rate (likes + comments + shares / followers)
- Volume comments
- Reach estimé
- Croissance followers

ALERTES À ENVOYER
- Mon post sous-performe vs ma médiane (-30%)
- Un pair publie un post >2x ma performance moyenne (à analyser)
- Un de mes posts décolle au-dessus de la médiane (à pousser, à dupliquer)

Hebdomadaire, format synthétique avec recommandations.","metrics,benchmark,heartbeat,contenu","avancé","oui","Rapport hebdo performance vs pairs"
"M065","Sourcing & Recrutement","Activer","Manager","Plan de sourcing pour les 3 postes de mon équipe","Construis-moi un plan de sourcing actionnable pour les 3 postes ouverts dans mon équipe.

LES 3 POSTES
- Poste 1 : [À COMPLÉTER]
- Poste 2 : [À COMPLÉTER]
- Poste 3 : [À COMPLÉTER]

POUR CHAQUE POSTE
- 5 candidats prioritaires identifiés (dans mon réseau ou via signaux)
- Hook d'approche par candidat
- Plan d'attaque sur 14 jours
- Plan B si mes 5 prioritaires ne mordent pas

MON CALENDRIER
- Combien de temps je peux dédier au sourcing par semaine : [À COMPLÉTER]
- Date limite de remplissage : [À COMPLÉTER]","sourcing,manager,3-postes,plan-14j","avancé","non","Plan complet pour 3 postes simultanés"
"M066","Networking & Relations","Activer","Consultant","Message de pitch pour [PROSPECT] basé sur son post du [DATE]","Rédige un message LinkedIn pour [NOM] qui a posté ceci le [DATE] :

LE POST DU PROSPECT
[À COMPLÉTER : copier-coller le post ou ses points clés]

MON OFFRE
- Mon expertise : [À COMPLÉTER]
- Format de mission typique : [À COMPLÉTER : durée, prix, livrables]
- Cas similaire que j'ai déjà résolu : [À COMPLÉTER]

CONTRAINTES
- Maximum 5 phrases
- Hook qui reprend SON post (citation ou paraphrase)
- Apport de valeur immédiat (un insight, une question pointue)
- Pas un pitch direct — créer de l'envie de répondre
- CTA léger : ""ouvert à 15 min cette semaine ?""

3 variantes : ""challenger"" (questionne son angle), ""co-pilot"" (propose un add-on à sa réflexion), ""case-driven"" (raconte un cas similaire).","pitch,post-driven,consultant,3-variantes","intermédiaire","non","3 messages basés sur son post"
"M067","Levée de fonds","Activer","Investisseur","Email d'intro à [FOUNDER] que je veux soutenir","Rédige l'email à envoyer à [NOM FOUNDER] que j'aimerais financer.

CONTEXTE
- Sa boîte : [À COMPLÉTER]
- Pourquoi je veux l'investir (en 2 phrases) : [À COMPLÉTER]
- Mon fond / ma thèse / mon ticket : [À COMPLÉTER]
- Mon value-add unique pour lui : [À COMPLÉTER]

CONTRAINTES
- 5 phrases max
- Personnalisation profonde (référence à sa traction, à un de ses posts, à un milestone récent)
- Pas de ""j'investis dans ton secteur, parlons"" — trop générique
- Articuler MON value-add avant de demander un call
- CTA explicite : ""ouvert à 30 min en visio cette semaine ?""

2 variantes : ""proactif"" (je viens à lui), ""warm"" (intro via un connaissance commune).","investisseur,founder,intro,2-variantes","avancé","non","2 emails d'intro investisseur"
